channel_0,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,time,tag
109877,-4031899,-3448826,-2970070,-2375756,-3033789,-4194304,110011,1404689455.326,0
109938,-4033097,-3448683,-2968745,-2375473,-3032590,-3619035,-8388608,1404689455.326,0
110194,-4031625,-3449489,-2970482,-2375951,-3035977,-3621232,-8388608,1404689455.341,0
109820,-4033839,-3449278,-2969215,-2375547,-3034587,-3620127,-8388608,1404689455.341,0
110419,-4031526,-3449541,-2970647,-2375925,-3037372,-3622049,-8388608,1404689455.357,0
110328,-4032061,-3448969,-2969994,-2375246,-3037112,-3621513,-8388608,1404689455.357,0
110426,-4031487,-3448480,-2969613,-2375182,-3035871,-3620817,-8388608,1404689455.373,0
110400,-4033008,-3448907,-2970409,-2375506,-3037953,-3621795,-8388608,1404689455.373,0
110659,-4033206,-3448879,-2970190,-2375517,-3036266,-3620967,-8388608,1404689455.388,0
110499,-4032429,-3448887,-2971209,-2375549,-3038642,-3622064,-8388608,1404689455.388,0
110311,-4032738,-3448484,-2970152,-2375041,-3037111,-3620872,-8388608,1404689455.388,0
110226,-4032227,-3448699,-2970981,-2375883,-3038167,-3621564,-8388608,1404689455.404,0
110386,-4031562,-3447771,-2969316,-2374929,-3037339,-3620217,-8388608,1404689455.404,0
110233,-4031968,-3448757,-2970479,-2376056,-3037667,-3621032,-8388608,1404689455.419,0
110426,-4031962,-3448275,-2970334,-2375481,-3038695,-3621359,-8388608,1404689455.419,0
110379,-4031367,-3447884,-2968492,-2374695,-3036165,-3619817,-8388608,1404689455.435,0
110360,-4031869,-3448453,-2969741,-2375278,-3038428,-3621637,-8388608,1404689455.435,0
110589,-4031503,-3447626,-2968281,-2374217,-3036015,-3620122,-8388608,1404689455.451,0
110540,-4031752,-3448081,-2969948,-2375042,-3037774,-3621621,-8388608,1404689455.451,0
110343,-4031322,-3447756,-2969208,-2374484,-3037253,-3620998,-8388608,1404689455.466,0
110023,-4031779,-3448439,-2969735,-2375464,-3035842,-3620729,-8388608,1404689455.466,0
109858,-4032997,-3448802,-2970720,-2375767,-3037732,-3621665,-8388608,1404689455.482,0
109891,-4032304,-3448620,-2970361,-2375872,-3035922,-3620765,-8388608,1404689455.482,0
109658,-4033492,-3448517,-2971242,-2375904,-3037780,-3621556,-8388608,1404689455.482,0
109743,-4033088,-3448032,-2970045,-2375274,-3036007,-3620277,-8388608,1404689455.497,0
109874,-4031652,-3448184,-2970486,-2375695,-3036236,-3620659,-8388608,1404689455.497,0
109793,-4031962,-3447901,-2969259,-2375201,-3036047,-3619927,-8388608,1404689455.513,0
109819,-4032337,-3448631,-2970113,-2376169,-3036486,-3620643,-8388608,1404689455.513,0
110343,-4031510,-3447546,-2968364,-2374718,-3036538,-3619675,-8388608,1404689455.529,0
110153,-4031805,-3447907,-2968326,-2375144,-3035500,-3619349,-8388608,1404689455.529,0
109986,-4032537,-3448687,-2970348,-2376004,-3037972,-3621377,-8388608,1404689455.544,0
109933,-4032194,-3448209,-2969026,-2375190,-3035754,-3619989,-8388608,1404689455.544,0
110323,-4031864,-3448344,-2970535,-2375574,-3037771,-3621373,-8388608,1404689455.56,0
109854,-4031911,-3448151,-2969934,-2375227,-3037417,-3620829,-8388608,1404689455.56,0
110238,-4032004,-3448531,-2970056,-2375594,-3035654,-3620188,-8388608,1404689455.56,0
109953,-4032308,-3448312,-2970761,-2375587,-3037213,-3621102,-8388608,1404689455.575,0
110091,-4032077,-3447953,-2970255,-2375585,-3035161,-3619959,-8388608,1404689455.575,0
110033,-4032514,-3447891,-2970749,-2375587,-3037226,-3620713,-8388608,1404689455.591,0
109908,-4032334,-3447545,-2969544,-2375127,-3035670,-3619427,-8388608,1404689455.591,0
109899,-4031953,-3447912,-2969974,-2375734,-3036098,-3619772,-8388608,1404689455.607,0
109689,-4032056,-3447544,-2969206,-2375262,-3035718,-3618980,-8388608,1404689455.607,0
110109,-4032246,-3447842,-2969997,-2375874,-3035772,-3619600,-8388608,1404689455.622,0
109873,-4032012,-3447098,-2969040,-2374841,-3036026,-3619378,-8388608,1404689455.622,0
110093,-4031499,-3446774,-2968060,-2374414,-3034379,-3618364,-8388608,1404689455.638,0
109891,-4031827,-3447703,-2969332,-2375255,-3037011,-3620416,-8388608,1404689455.638,0
109970,-4031043,-3447082,-2967426,-2374384,-3034494,-3618742,-8388608,1404689455.638,0
109707,-4031941,-3448194,-2969829,-2375794,-3036705,-3620579,-8388608,1404689455.653,0
109811,-4031968,-3447814,-2969442,-2375342,-3036369,-3620132,-4194304,1404689455.653,0
109549,-4032710,-3448048,-2969980,-2375816,-3034722,-3619742,-8388608,1404689455.669,0
109318,-4032283,-3447763,-2970206,-2375533,-3036275,-3620247,-8388608,1404689455.669,0
109376,-4031956,-3447252,-2969150,-2375363,-3033834,-3618811,-8388608,1404689455.685,0
109159,-4032469,-3447848,-2970204,-2375951,-3036071,-3620122,-8388608,1404689455.685,0
109091,-4032187,-3447471,-2969052,-2375430,-3034424,-3618865,-8388608,1404689455.7,0
109418,-4032789,-3448202,-2970391,-2376371,-3034928,-3619846,-8388608,1404689455.7,0
109339,-4032701,-3447546,-2969533,-2375485,-3034358,-3619250,-8388608,1404689455.716,0
109188,-4033316,-3449572,-2970949,-2376687,-3034596,-3620070,-8388608,1404689455.716,0
109493,-4032721,-3447331,-2970024,-2375369,-3034545,-3619775,-8388608,1404689455.731,0
109569,-4032888,-3447962,-2970092,-2375806,-3033786,-3619912,-8388608,1404689455.731,0
109573,-4032396,-3448035,-2970277,-2375590,-3035146,-3620364,-8388608,1404689455.731,0
109663,-4031806,-3447590,-2968766,-2375163,-3033042,-3618937,-8388608,1404689455.747,0
109516,-4032249,-3447577,-2970178,-2375904,-3034876,-3620057,-8388608,1404689455.747,0
108905,-4032561,-3447056,-2969032,-2375373,-3033012,-3618706,-8388608,1404689455.763,0
109261,-4032459,-3447571,-2970356,-2375792,-3034166,-3619957,-8388608,1404689455.763,0
109233,-4032342,-3446699,-2969581,-2375037,-3034287,-3619597,-8388608,1404689455.778,0
108925,-4032196,-3446531,-2968376,-2375086,-3032022,-3618115,-8388608,1404689455.778,0
108419,-4032795,-3447852,-2969347,-2376089,-3034623,-3619578,-8388608,1404689455.794,0
108734,-4032345,-3446844,-2968257,-2375629,-3031950,-3617801,-8388608,1404689455.794,0
108828,-4032671,-3446947,-2969883,-2375714,-3034370,-3619410,-8388608,1404689455.809,0
108621,-4032722,-3447387,-2969137,-2375383,-3033148,-3618624,-8388608,1404689455.809,0
109211,-4032986,-3447836,-2970811,-2376190,-3033164,-3619619,-8388608,1404689455.825,0
109055,-4033173,-3447482,-2970518,-2375563,-3033707,-3619658,-8388608,1404689455.825,0
108735,-4033509,-3448379,-2970806,-2376499,-3032830,-3619482,-8388608,1404689455.825,0
108658,-4033133,-3447153,-2970357,-2375818,-3033572,-3619525,-8388608,1404689455.841,0
108884,-4032661,-3446931,-2969451,-2375556,-3031801,-3618371,-8388608,1404689455.841,0
109099,-4032596,-3447340,-2970416,-2376026,-3033469,-3619315,-8388608,1404689455.856,0
108979,-4032322,-3447024,-2969442,-2375506,-3032301,-3618240,-8388608,1404689455.856,0
108781,-4032597,-3448139,-2970886,-2376400,-3033796,-3619694,-8388608,1404689455.872,0
109000,-4032026,-3446200,-2968560,-2374844,-3032314,-3618165,-8388608,1404689455.872,0
108796,-4032422,-3447096,-2969736,-2375911,-3033209,-3619181,-8388608,1404689455.887,0
108848,-4032647,-3447267,-2969737,-2375753,-3034098,-3619556,-8388608,1404689455.887,0
108854,-4032705,-3447126,-2968824,-2375529,-3031915,-3618319,-8388608,1404689455.903,0
108862,-4033511,-3447696,-2970779,-2376123,-3034408,-3619984,-8388608,1404689455.903,0
108699,-4033281,-3447401,-2970076,-2375830,-3031959,-3618621,-8388608,1404689455.919,0
108611,-4033704,-3447954,-2971636,-2376393,-3034191,-3620211,-8388608,1404689455.919,0
108615,-4033586,-3447911,-2970819,-2375924,-3033367,-3619527,-8388608,1404689455.919,0
108790,-4033131,-3447560,-2970681,-2376276,-3032357,-3619114,-8388608,1404689455.934,0
108574,-4033049,-3447361,-2970489,-2375801,-3033490,-3619327,-8388608,1404689455.934,0
108804,-4032938,-3447887,-2970736,-2376202,-3032127,-3619037,-8388608,1404689455.95,0
108366,-4033112,-3447266,-2970826,-2376001,-3033612,-3619357,-8388608,1404689455.95,0
108575,-4032666,-3447002,-2969679,-2375624,-3031852,-3618140,-8388608,1404689455.965,0
108458,-4032591,-3448127,-2970678,-2376593,-3033184,-3619385,-8388608,1404689455.965,0
108731,-4032384,-3446677,-2968791,-2375212,-3031972,-3617749,-8388608,1404689455.981,0
108918,-4032601,-3446563,-2969480,-2375656,-3032408,-3618537,-8388608,1404689455.981,0
108863,-4032674,-3446166,-2968242,-2374879,-3032061,-3617740,-8388608,1404689455.997,0
108822,-4033014,-3446646,-2968613,-2375489,-3031062,-3617641,-8388608,1404689455.997,0
108740,-4033409,-3447624,-2970489,-2376357,-3033404,-3619381,-8388608,1404689456.012,0
108739,-4032761,-3446457,-2968711,-2375409,-3030729,-3617352,-8388608,1404689456.012,0
108456,-4033249,-3446858,-2970166,-2376099,-3033314,-3618917,-8388608,1404689456.028,0
108469,-4033009,-3446631,-2968877,-2375736,-3031253,-3617347,-8388608,1404689456.028,0
108768,0,-2848799,3796069,-5013271,5626221,-2196760,-2394780,1404689456.028,0
108879,-4033797,-3446803,-2970195,-2375985,-3032954,-3618565,-8388608,1404689456.043,0
109058,-4032617,-3447313,-2970364,-2376236,-3031316,-3618247,-8388608,1404689456.043,0
108791,-4032841,-3447135,-2970364,-2375944,-3032669,-3618899,-8388608,1404689456.059,0
109076,-4031814,-3446884,-2969253,-2375658,-3030516,-3617404,-8388608,1404689456.059,0
109153,-4031974,-3446410,-2969671,-2375536,-3031851,-3618171,-8388608,1404689456.075,0
109320,-4031644,-3445438,-2968253,-2374320,-3030742,-3617076,-8388608,1404689456.075,0
109619,-4031929,-3445717,-2969041,-2374777,-3031296,-3617832,-8388608,1404689456.09,0
109896,-4031954,-3445508,-2967834,-2374049,-3031080,-3617342,-8388608,1404689456.09,0
109468,-4031766,-3445680,-2968195,-2374645,-3030956,-3617607,-8388608,1404689456.09,0
109532,-4032242,-3445651,-2968397,-2374651,-3032111,-3618004,-8388608,1404689456.106,0
109568,-4031665,-3444887,-2966952,-2373965,-3029394,-3616032,-8388608,1404689456.121,0
109408,-4032312,-3445816,-2969272,-2375229,-3031855,-3617784,-8388608,1404689456.121,0
109379,-4032259,-3445564,-2967996,-2374972,-3029717,-3616091,-8388608,1404689456.121,0
109331,-4032745,-3446497,-2969677,-2376060,-3031986,-3617697,-8388608,1404689456.137,0
109474,-4032616,-3445862,-2968841,-2375338,-3031572,-3617139,-8388608,1404689456.137,0
109296,-4032979,-3446486,-2969148,-2375965,-3030473,-3617103,-8388608,1404689456.153,0
109231,-4032699,-3446639,-2969704,-2375739,-3032297,-3618294,-8388608,1404689456.153,0
109520,-4032671,-3446742,-2969257,-2375789,-3030354,-3617471,-8388608,1404689456.168,0
109378,-4033226,-3447098,-2970589,-2376081,-3032849,-3618925,-8388608,1404689456.168,0
109554,-4032864,-2162688,1713,-7665185,6761903,3099342,-7377146,1404689456.184,0
109536,-4032620,-3446313,-2969272,-2375736,-3030837,-3617742,-8388608,1404689456.184,0
109887,-4032283,-3445646,-2967411,-2374694,-3030331,-3616713,-8388608,1404689456.199,0
109844,-4032193,-3445978,-2968005,-2375312,-3030216,-3617127,-8388608,1404689456.199,0
109708,-4032549,-3445088,-2967357,-2374646,-3030416,-3616794,-8388608,1404689456.215,0
109456,-4032606,-3445228,-2966869,-2374778,-3029044,-3616047,-8388608,1404689456.215,0
109418,-4033798,-3445777,-2969045,-2375781,-3030934,-3617455,-8388608,1404689456.215,0
109413,-4032534,-3445267,-2967536,-2374957,-3028191,-3615403,-8388608,1404689456.231,0
109424,-4032974,-3446165,-2969530,-2376124,-3029413,-3616572,-8388608,1404689456.231,0
109411,-4032876,-3446023,-2968114,-2375431,-3027192,-3615072,-8388608,1404689456.246,0
109569,-4032705,-3446381,-2968716,-2375836,-3027263,-3615561,-8388608,1404689456.246,0
109607,-4032569,-3445484,-2969213,-2375289,-3029452,-3616790,-8388608,1404689456.262,0
109730,-4032456,-3445762,-2968781,-2375372,-3027970,-3616272,-8388608,1404689456.262,0
109332,-4033160,-3446123,-2969616,-2375724,-3030494,-3617692,-8388608,1404689456.277,0
109558,-4032434,-3445657,-2968274,-2375256,-3028457,-3616118,-8388608,1404689456.277,0
109600,-4032608,-3445625,-2969015,-2375561,-3030827,-3617341,-8388608,1404689456.293,0
109513,-4032557,-3445282,-2967889,-2375019,-3029747,-3616285,-8388608,1404689456.293,0
109544,-4033071,-3445810,-2968980,-2375928,-3029821,-3616833,-8388608,1404689456.309,0
109499,-4033621,-3445287,-2968347,-2375215,-3030281,-3616520,-8388608,1404689456.309,0
109568,-4033374,-3445842,-2969059,-2375824,-3029774,-3616685,-8388608,1404689456.309,0
109621,-4033722,-3445629,-2968996,-2375194,-3030581,-3616994,-8388608,1404689456.324,0
109413,-4032812,-3445876,-2968421,-2375105,-3029111,-3616283,-8388608,1404689456.324,0
109868,-4033397,-3446716,-2970261,-2376115,-3031034,-3618151,-8388608,1404689456.34,0
109532,-4032787,-3445891,-2968844,-2375287,-3029521,-3617049,-8388608,1404689456.34,0
109335,-4033212,-3446322,-2970161,-2376036,-3031027,-3618166,-8388608,1404689456.355,0
109606,-4032501,-3444828,-2968013,-2374472,-3029369,-3616351,-8388608,1404689456.355,0
109629,-4032147,-3444892,-2968006,-2374789,-3028678,-3616116,-8388608,1404689456.371,0
109549,-4032628,-3445186,-2968577,-2375196,-3030972,-3617297,-8388608,1404689456.371,0
109720,-4032042,-3444921,-2966944,-2374914,-3029110,-3615779,-8388608,1404689456.387,0
109437,-4032625,-3445129,-2968014,-2375397,-3032161,-3617061,-8388608,1404689456.387,0
109426,-4032379,-3444583,-2966994,-2374987,-3029982,-3615476,-8388608,1404689456.402,0
109213,-4032754,-3444973,-2968418,-2375702,-3031242,-3616384,-8388608,1404689456.402,0
109152,-4033066,-3444707,-2967943,-2375105,-3031996,-3615994,-8388608,1404689456.402,0
109344,-4033271,-3445646,-2968682,-2375879,-3031648,-3616532,-8388608,1404689456.418,0
109504,-4032807,-3445307,-2968324,-2375000,-3032721,-3616781,-8388608,1404689456.418,0
109618,-4032521,-3445775,-2968452,-2375496,-3031641,-3616441,-8388608,1404689456.433,0
109731,-4032978,-3445771,-2969020,-2375426,-3033452,-3617432,-8388608,1404689456.433,0
109684,-4032666,-3445413,-2968372,-2375164,-3031787,-3616332,-8388608,1404689456.449,0
109563,-4033124,-3446099,-2970156,-2376256,-3033249,-3617374,-8388608,1404689456.449,0
109822,-4032385,-3445364,-2968579,-2375182,-3032457,-3616307,-8388608,1404689456.465,0
109778,-4032521,-3445603,-2969381,-2375802,-3033315,-3617067,-8388608,1404689456.465,0
109646,-4032261,-3444626,-2967329,-2374752,-3032457,-3615811,-8388608,1404689456.48,0
109708,-4032258,-3444583,-2967152,-2375021,-3031452,-3615375,-8388608,1404689456.48,0
109388,-4033186,-3444937,-2968568,-2375676,-3033862,-3616821,-8388608,1404689456.496,0
109283,-4032863,-3444539,-2967343,-2375239,-3031582,-3615214,-8388608,1404689456.496,0
109398,-4033148,-3444887,-2968466,-2375681,-3033728,-3616472,-8388608,1404689456.496,0
109518,-4032729,-3444583,-2966959,-2374829,-3031469,-3615046,-8388608,1404689456.511,0
109586,-4032831,-3444982,-2968029,-2375309,-3032061,-3615864,-8388608,1404689456.511,0
109770,-4033046,-3444871,-2968272,-2374977,-3033349,-3616399,-8388608,1404689456.527,0
109961,-4032974,-3445614,-2968888,-2375583,-3032019,-3616411,-8388608,1404689456.527,0
109858,-4032966,-3445114,-2969167,-2375210,-3033522,-3616922,-8388608,1404689456.543,0
110039,-4032441,-3445084,-2968644,-2375299,-3031566,-3615848,-8388608,1404689456.543,0
109707,-4032791,-3445679,-2969842,-2375932,-3033326,-3617048,-8388608,1404689456.558,0
109868,-4032320,-3445027,-2968581,-2374952,-3032137,-3615960,-8388608,1404689456.558,0
109863,-4032857,-3445776,-2970084,-2376011,-3033228,-3617211,-8388608,1404689456.574,0
109671,-4032921,-3445020,-2968589,-2375194,-3032488,-3616069,-8388608,1404689456.574,0
109666,-4033349,-3445348,-2969284,-2376076,-3032767,-3616565,-8388608,1404689456.589,0
129024,53,-8087474,-4613778,768598,-2671752,3209783,4421914,1404689456.589,0
109533,-4032999,-3444901,-2967685,-2375565,-3031384,-3615007,-8388608,1404689456.589,0
109325,-4033621,-3445564,-2969347,-2376427,-3033926,-3616839,-8388608,1404689456.605,0
109690,-4032911,-3444667,-2967687,-2375246,-3031522,-3615201,-8388608,1404689456.605,0
109441,-4033487,-3445366,-2969686,-2375812,-3034056,-3617401,-8388608,1404689456.621,0
109389,-4033499,-3444944,-2969004,-2375166,-3033915,-3616898,-8388608,1404689456.621,0
109719,-4033092,-3444769,-2968744,-2375097,-3032162,-3616232,-8388608,1404689456.636,0
109413,-4033186,-3444787,-2968777,-2375156,-3033874,-3616801,-8388608,1404689456.636,0
109667,-4032222,-3444702,-2967795,-2375084,-3031721,-3615706,-8388608,1404689456.652,0
109324,-4032776,-3444706,-2968226,-2375061,-3033553,-3616708,-8388608,1404689456.652,0
109484,-4032337,-3444124,-2966695,-2374358,-3031939,-3615374,-8388608,1404689456.667,0
109778,-4032856,-3444834,-2967937,-2375302,-3032729,-3616283,-8388608,1404689456.667,0
109721,-4032587,-3443826,-2966801,-2374536,-3031905,-3615043,-8388608,1404689456.683,0
109663,-4032357,-3444621,-2967807,-2375651,-3031984,-3615675,-8388608,1404689456.683,0
109493,-4032710,-3444718,-2967552,-2375404,-3032489,-3615553,-8388608,1404689456.683,0
109714,-4032674,-3444620,-2967237,-2375352,-3031039,-3614716,-8388608,1404689456.699,0
109533,-4033448,-3445099,-2969070,-2376003,-3033117,-3616011,-8388608,1404689456.699,0
109540,-4033656,-3444991,-2968797,-2375578,-3031115,-3615201,-8388608,1404689456.714,0
109477,-4034204,-3445418,-2970675,-2376252,-3033044,-3616786,-8388608,1404689456.714,0
109514,-4033384,-3444638,-2968724,-2375163,-3030857,-3615263,-8388608,1404689456.73,0
109693,-4032871,-3445159,-2969477,-2375759,-3030926,-3615783,-8388593,1404689456.73,0
109819,-4032875,-3444530,-2969610,-2375482,-3032619,-3616015,-8388608,1404689456.745,0
109901,-4032292,-3444397,-2968649,-2375443,-3030514,-3614908,-8388608,1404689456.745,0
109789,-4032847,-3444934,-2969629,-2375592,-3032741,-3616331,-8388608,1404689456.761,0
109896,-4032459,-3444867,-2968489,-2375285,-3030502,-3615137,-8388608,1404689456.761,0
109924,-4032779,-3444784,-2968886,-2375546,-3033055,-3616421,-8388608,1404689456.777,0
109841,-4032619,-3444633,-2967449,-2375199,-3031621,-3615297,-8388608,1404689456.777,0
110046,-4032159,-3444902,-2967932,-2375954,-3031461,-3615584,-8388608,1404689456.792,0
109900,-4032532,-3444067,-2966852,-2375190,-3031776,-3614987,-8388608,1404689456.792,0
109639,-4032989,-3444706,-2967761,-2375997,-3031131,-3615334,-8388608,1404689456.792,0
109451,-4033321,-3444432,-2967757,-2375464,-3032107,-3615601,-8388608,1404689456.808,0
109454,-4033082,-3444262,-2967247,-2375341,-3030625,-3614711,-8388608,1404689456.808,0
109494,-4033500,-3444761,-2969103,-2376069,-3032411,-3616183,-8388608,1404689456.823,0
109468,-4033289,-3444254,-2967632,-2375246,-3030605,-3614799,-8388608,1404689456.823,0
109554,-4033401,-3445111,-2969464,-2375977,-3032370,-3616644,-8388608,1404689456.839,0
109628,-4032939,-3444226,-2968044,-2374775,-3030807,-3614941,-8388608,1404689456.839,0
109684,-4032911,-3444436,-2968402,-2375095,-3030367,-3615034,-8388608,1404689456.855,0
109658,-4033149,-3444715,-2969201,-2375133,-3032551,-3616341,-8388608,1404689456.855,0
109968,-4032270,-3443999,-2967708,-2374584,-3029775,-3614508,-8388608,1404689456.87,0
109583,-4033051,-3444716,-2968916,-2375439,-3032174,-3616109,-8388608,1404689456.87,0
109906,-4032096,-3444184,-2967203,-2375037,-3029383,-3614168,-8388608,1404689456.886,0
109751,-4032246,-3444413,-2967889,-2375510,-3030362,-3614791,-8388608,1404689456.886,0
109899,-4032181,-3443276,-2966429,-2374506,-3030271,-3614073,-8388608,1404689456.886,0
109702,-4032738,-3443852,-2966771,-2375275,-3029705,-3614138,-8388608,1404689456.901,0
109963,-4032687,-3443362,-2966556,-2374589,-3030652,-3614049,-8388608,1404689456.901,0
109977,-4032527,-3443586,-2967074,-2374927,-3029669,-3613968,-8388608,1404689456.917,0
109828,-4033011,-3443725,-2967806,-2374819,-3031217,-3614637,-8388608,1404689456.917,0
109991,-4032397,-3443194,-2966809,-2374270,-3029342,-3613526,-8388608,1404689456.933,0
110394,-4032193,-3443904,-2968497,-2374964,-3030856,-3614968,-8388608,1404689456.933,0
110329,-4032138,-3443159,-2967339,-2373921,-3029806,-3613985,-8388608,1404689456.948,0
110318,-4032584,-3443892,-2969021,-2374778,-3030886,-3615270,-8388608,1404689456.948,0
110698,-4031660,-3442661,-2966981,-2373522,-3029372,-3613539,-8388608,1404689456.964,0
110679,-4031382,-3442812,-2966901,-2373977,-3028383,-3613067,-8388608,1404689456.964,0
110371,-4031700,-3443232,-2967964,-2374668,-3030753,-3614283,-8388608,1404689456.979,0
109908,-4031685,-3443097,-2966382,-2374592,-3028348,-3612719,-8388608,1404689456.979,0
109926,-4031977,-3443172,-2967157,-2374861,-3030604,-3613929,-8388608,1404689456.979,0
110201,-4031291,-3441854,-2964775,-2373512,-3027926,-3611595,-8388608,1404689456.995,0
109941,-4032171,-3442749,-2966265,-2374648,-3028994,-3612763,-8388608,1404689456.995,0
109751,-4032206,-3442401,-2966226,-2374433,-3030101,-3612792,-8388608,1404689457.011,0
109764,-4032292,-3442829,-2966724,-2375090,-3028623,-3612462,-8388608,1404689457.011,0
109899,-4032532,-3443171,-2967375,-2375081,-3030479,-3613311,-8388608,1404689457.026,0
110214,-4032180,-3443082,-2967206,-2374634,-3028451,-3612819,-8388608,1404689457.026,0
110095,-4032634,-3443272,-2968331,-2374892,-3030099,-3613991,-8388608,1404689457.042,0
109964,-4032200,-3442447,-2967009,-2373741,-3028951,-3612951,-8388608,1404689457.042,0
110017,-4032452,-3442829,-2968387,-2374477,-3029926,-3614086,-8388608,1404689457.057,0
110116,-4031876,-3442263,-2966737,-2373557,-3028857,-3612872,-8388608,1404689457.057,0
110228,-4031689,-3443231,-2967554,-2374830,-3029153,-3613686,-8388608,1404689457.057,0
109784,-4031861,-3442400,-2966117,-2374247,-3028567,-3612669,-8388608,1404689457.073,0
109824,-4031826,-3442374,-2965521,-2374261,-3027314,-3611949,-8388608,1404689457.073,0
109833,-4032254,-3442649,-2966809,-2374651,-3029757,-3613702,-8388608,1404689457.089,0
109666,-4032092,-3442401,-2965402,-2374164,-3027293,-3612213,-8388608,1404689457.089,0
