channel_0,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,time,tag
0.042592883110046387,0.17050206661224365,0.1220170259475708,0.032849550247192383,0.042737603187561035,0.067523479461669922,0.015491485595703125,0.11780798435211182,1407623041.583,0
0.061553597450256348,0.24587643146514893,0.17627060413360596,0.047574877738952637,0.061708211898803711,0.097605466842651367,0.022818922996520996,0.16942679882049561,1407623041.583,0
0.06264030933380127,0.25121474266052246,0.17988252639770508,0.048361420631408691,0.06267082691192627,0.099480152130126953,0.023105978965759277,0.17305386066436768,1407623041.583,0
0.048002362251281738,0.19304251670837402,0.13802111148834229,0.037031292915344238,0.047960877418518066,0.076301813125610352,0.017563819885253906,0.13294303417205811,1407623041.583,0
0.043580889701843262,0.17499887943267822,0.12516152858734131,0.033607721328735352,0.043614983558654785,0.069197177886962891,0.015903830528259277,0.12070047855377197,1407623041.583,0
0.050664305686950684,0.20289087295532227,0.14525735378265381,0.039119482040405273,0.05072319507598877,0.080383062362670898,0.018664836883544922,0.13975691795349121,1407623041.583,0
0.052119016647338867,0.20911049842834473,0.14958155155181885,0.040198206901550293,0.052094221115112305,0.082719326019287109,0.019191265106201172,0.144112229347229,1407623041.583,0
0.046220183372497559,0.18486809730529785,0.1323847770690918,0.035692095756530762,0.046283960342407227,0.073276400566101074,0.01708674430847168,0.12733006477355957,1407623041.598,0
0.042596101760864258,0.1709601879119873,0.12240421772003174,0.032843589782714844,0.042551517486572266,0.067623019218444824,0.015683174133300781,0.11781442165374756,1407623041.598,0
0.044144511222839355,0.17676067352294922,0.12651586532592773,0.034095883369445801,0.044188499450683594,0.070005416870117188,0.016286134719848633,0.12173748016357422,1407623041.598,0
0.044187784194946289,0.17780661582946777,0.12709724903106689,0.03410184383392334,0.044156908988952637,0.070260167121887207,0.016121149063110352,0.12253403663635254,1407623041.598,0
0.042190194129943848,0.16849672794342041,0.12067627906799316,0.032632350921630859,0.0423431396484375,0.066858410835266113,0.015556216239929199,0.11607587337493896,1407623041.614,0
0.039974808692932129,0.16061246395111084,0.1147841215133667,0.03088831901550293,0.039973258972167969,0.063539266586303711,0.01468658447265625,0.11060607433319092,1407623041.614,0
0.039387106895446777,0.15790319442749023,0.11290311813354492,0.030459046363830566,0.039510965347290039,0.062531113624572754,0.014456510543823242,0.108681321144104,1407623041.614,0
0.038293957710266113,0.1543574333190918,0.11024832725524902,0.029536247253417969,0.038225293159484863,0.060911893844604492,0.013934969902038574,0.10629022121429443,1407623041.614,0
0.037697553634643555,0.15033543109893799,0.10758483409881592,0.029132723808288574,0.037840127944946289,0.059633255004882813,0.013940691947937012,0.10354602336883545,1407623041.63,0
0.036560297012329102,0.14678013324737549,0.10486984252929687,0.028232336044311523,0.036520600318908691,0.058040142059326172,0.01348423957824707,0.10098004341125488,1407623041.63,0
0.035527467727661133,0.14201939105987549,0.10152125358581543,0.027445435523986816,0.035579442977905273,0.056262016296386719,0.013121366500854492,0.09771728515625,1407623041.63,0
0.033756136894226074,0.13599991798400879,0.096951842308044434,0.026030778884887695,0.033640146255493164,0.053653120994567871,0.012314438819885254,0.093551039695739746,1407623041.645,0
0.033319830894470215,0.13299894332885742,0.095109701156616211,0.025751233100891113,0.033448696136474609,0.052730560302734375,0.01224672794342041,0.091578841209411621,1407623041.645,0
0.032793521881103516,0.1316070556640625,0.094016432762145996,0.025328755378723145,0.032767534255981445,0.052059650421142578,0.012052416801452637,0.090485095977783203,1407623041.645,0
0.031800150871276855,0.12720119953155518,0.090894937515258789,0.024548530578613281,0.031856179237365723,0.050346255302429199,0.011692404747009277,0.087513089179992676,1407623041.645,0
0.02991187572479248,0.12051522731781006,0.085951328277587891,0.023065090179443359,0.0298614501953125,0.047528266906738281,0.010912537574768066,0.082838058471679688,1407623041.661,0
0.029286861419677734,0.11715936660766602,0.083713889122009277,0.022595882415771484,0.029376983642578125,0.046340227127075195,0.010727643966674805,0.080671906471252441,1407623041.661,0
0.029036641120910645,0.11649179458618164,0.083257794380187988,0.022421479225158691,0.029063224792480469,0.046024322509765625,0.010673761367797852,0.080068826675415039,1407623041.661,0
0.028181314468383789,0.11302971839904785,0.080702304840087891,0.021731019020080566,0.028233647346496582,0.044634222984313965,0.010306239128112793,0.077769041061401367,1407623041.661,0
0.026574015617370605,0.10686099529266357,0.07622063159942627,0.020485043525695801,0.026555418968200684,0.042174816131591797,0.0097433328628540039,0.073419690132141113,1407623041.676,0
0.025640010833740234,0.10296964645385742,0.073473095893859863,0.019768238067626953,0.025705575942993164,0.040665626525878906,0.009344935417175293,0.070885062217712402,1407623041.676,0
0.025519847869873047,0.10223531723022461,0.073020339012145996,0.01970827579498291,0.025591731071472168,0.04048001766204834,0.0093864202499389648,0.070249319076538086,1407623041.676,0
0.024806380271911621,0.099600076675415039,0.071107745170593262,0.019107818603515625,0.024805665016174316,0.039361238479614258,0.0091074705123901367,0.06852257251739502,1407623041.676,0
0.023527264595031738,0.094375729560852051,0.067389726638793945,0.018154025077819824,0.023554563522338867,0.037331461906433105,0.0086601972579956055,0.064820051193237305,1407623041.692,0
