channel_0,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,time,tag 
-291743,-4216822,-3267349,-3276887,-2601598,-3082461,-2939258,-8388608,1404688560.092,0
-292027,-4214964,-3264808,-3274651,-2600935,-3080413,-2937081,-8388608,1404688560.108,0
-291964,-4216314,-3267037,-3276852,-2601788,-3082312,-2939189,-8388608,1404688560.108,0
-291986,-4215206,-3265045,-3274937,-2600841,-3080738,-2937266,-8388608,1404688560.108,0
-291925,-4214566,-3264879,-3275574,-2601456,-3080154,-2937266,-8388608,1404688560.123,0
-292117,-4216597,-3266868,-3275941,-2601325,-3082406,-2938620,-8388608,1404688560.123,0
-292098,-4214494,-3264689,-3275152,-2601458,-3080016,-2936998,-8388608,1404688560.139,0
-292458,-4216989,-3267502,-3276504,-2601552,-3082950,-2939274,-8388608,1404688560.139,0
-292095,-4214746,-3264976,-3275096,-2601224,-3080285,-2937362,-8388608,1404688560.154,0
-292104,-4217317,-3268336,-3277254,-2601459,-3083674,-2940297,-8388608,1404688560.154,0
-292555,-4215651,-3266144,-3276144,-2601489,-3081636,-2938592,-8388608,1404688560.17,0
-292529,-4216226,-3267294,-3277638,-2602178,-3082461,-2939737,-8388608,1404688560.17,0
-292408,-4216868,-3267317,-3276461,-2601231,-3083104,-2939364,-8388608,1404688560.186,0
-292508,-4215441,-3266365,-3277057,-2602104,-3081677,-2938942,-8388608,1404688560.186,0
-292453,-4216762,-3267343,-3276483,-2601427,-3083207,-2939322,-8388608,1404688560.201,0
-292759,-4215261,-3265952,-3276341,-2602356,-3081391,-2938374,-8388608,1404688560.201,0
-292651,-4217003,-3267520,-3275883,-2601779,-3083367,-2939244,-8388608,1404688560.217,0
-292689,-4215335,-3265337,-3274198,-2601445,-3081307,-4194304,-292543,1404688560.217,0
-292358,-4215939,-3266606,-3275713,-2602315,-3082217,-2938584,-8388608,1404688560.217,0
-292224,-4215330,-3265322,-3273772,-2601218,-3081389,-2937148,-8388608,1404688560.232,0
-292413,-4215484,-3266184,-3275831,-2602217,-3081675,-2938273,-8388608,1404688560.232,0
-292247,-4215781,-3265719,-3274688,-2601234,-3081705,-2937535,-8388608,1404688560.248,0
-292172,-4215729,-3266338,-3276514,-2602036,-3081803,-2938524,-8388608,1404688560.248,0
-292322,-4216449,-3266831,-3275739,-2601044,-3082724,-2938707,-8388608,1404688560.264,0
-292335,-4214956,-3265327,-3275269,-2601144,-3081043,-2937687,-8388608,1404688560.264,0
-292336,-4217003,-3268127,-3277261,-2601592,-3083776,-2940184,-8388608,1404688560.279,0
-292271,-4215371,-3265630,-3275565,-2600893,-3081508,-2938215,-8388608,1404688560.279,0
-292527,-4217479,-3268470,-3278037,-2602131,-3084069,-2940762,-8388608,1404688560.295,0
-292341,-4215561,-3265842,-3275571,-2601094,-3081899,-2938464,-8388608,1404688560.295,0
-292214,-4216552,-3267612,-3277611,-2602144,-3083287,-2940092,-8388608,1404688560.31,0
-292079,-4215550,-3265498,-3275206,-2601213,-3081577,-2937970,-8388608,1404688560.31,0
-292047,-4214477,-3264936,-3275496,-2601652,-3080658,-2937679,-8388608,1404688560.326,0
-292339,-4216569,-3267077,-3276091,-2601712,-3082856,-2939184,-8388608,1404688560.326,0
-292376,-4214406,-3264590,-3275053,-2601805,-3079992,-2937210,-8388608,1404688560.342,0
-292592,-4217256,-3267782,-3276974,-2602355,-3083071,-2939767,-8388608,1404688560.342,0
-292394,-4214909,-3265124,-3275927,-2602192,-3080227,-2937541,-8388608,1404688560.357,0
-292272,-4217159,-3268168,-3278182,-2602592,-3083042,-2940041,-8388608,1404688560.357,0
251,-7697729,-5286706,2922702,108504,5027536,-61741,2910080,1404688560.357,0
-292156,-4215051,-3266302,-3277532,-2602204,-3081087,-2938752,-8388608,1404688560.373,0
-292160,-4216131,-3267199,-3276358,-2601287,-3082572,-2939196,-8388608,1404688560.373,0
-291846,-4214638,-3265957,-3276037,-2601714,-3080946,-2938513,-8388608,1404688560.388,0
-291889,-4216306,-3267321,-3275537,-2600884,-3082785,-2939379,-8388608,1404688560.388,0
-291844,-4214460,-3265552,-3275241,-2601240,-3080858,-2938247,-8388608,1404688560.404,0
-291804,-4215818,-3267231,-3276500,-2601552,-3082541,-2939591,-8388608,1404688560.404,0
-291782,-4214579,-3265120,-3274227,-2600346,-3080922,-2937544,-8388608,1404688560.42,0
-291932,-4215224,-3266581,-3276303,-2601454,-3081871,-2939063,-8388608,1404688560.42,0
-291844,-4214439,-3265054,-3274024,-2600206,-3080816,-2937425,-8388608,1404688560.435,0
-291876,-4214352,-3265852,-3275866,-2601508,-3081142,-2938409,-8388608,1404688560.435,0
-292075,-4214949,-3265550,-3275386,-2601145,-3081230,-2937782,-8388608,1404688560.451,0
-292228,-4213908,-3227648,64394,5488558,7523880,-7811588,2414665,1404688560.451,0
-292149,-4216593,-3267917,-3278401,-2602334,-3082955,-2939909,-8388608,1404688560.466,0
-292037,-4214528,-3265279,-3276369,-2601427,-3080544,-2937804,-8388608,1404688560.466,0
-292168,-4216326,-3267811,-3278591,-2602069,-3082874,-2940116,-8388608,1404688560.466,0
-292001,-4214457,-3265304,-3276445,-2601067,-3080542,-2937815,-8388608,1404688560.482,0
-292062,-4215974,-3267879,-3278525,-2601968,-3082695,-2940221,-8388608,1404688560.498,0
-292193,-4216102,-3267546,-3277357,-2601346,-3082795,-2939785,-4194304,1404688560.498,0
-291972,-4213964,-3265648,-3276151,-2601411,-3080617,-2938510,-8388608,1404688560.498,0
-291899,-4215878,-3267614,-3275943,-2600946,-3082927,-2939852,-8388608,1404688560.513,0
-291909,-4213504,-3264872,-3274392,-2600882,-3080029,-2937843,-8388608,1404688560.513,0
-291804,-4215832,-3267142,-3275093,-2600793,-3082632,-2939587,-8388608,1404688560.529,0
-291678,-4213372,-3264204,-3273606,-2600637,-3079720,-2937295,-8388608,1404688560.529,0
-291786,-4215847,-3267097,-3275781,-2600993,-3082657,-2939717,-8388608,1404688560.544,0
-291760,-4214767,-3265489,-3274510,-2600417,-3081286,-2938204,-8388608,1404688560.544,0
-291736,-4214304,-3265596,-3276409,-2601461,-3080782,-2938648,-8388608,1404688560.56,0
-291728,-4215190,-3265835,-3275410,-2600614,-3081286,-2938307,-8388608,1404688560.56,0
-291616,-4214014,-3265188,-3276366,-2601414,-3080057,-2938097,-8388608,1404688560.576,0
-291252,-4214921,-3265841,-3275540,-2600478,-3081154,-2938264,-8388608,1404688560.576,0
-291374,-4213634,-3264865,-3275999,-2601169,-3079721,-2937829,-8388608,1404688560.591,0
-291506,-4215354,-3266853,-3276183,-2600708,-3082046,-2939218,-8388608,1404688560.591,0
-291341,-4213425,-3264691,-3274621,-2600167,-3080005,-2937457,-8388608,1404688560.607,0
-291224,-4214223,-3266515,-3276404,-2600972,-3081417,-2939186,-8388608,1404688560.607,0
-291079,-4213711,-3265064,-3274439,-2600432,-3080404,-2937652,-8388608,1404688560.622,0
-291373,-4214023,-3266280,-3276014,-2601320,-3081140,-2938945,-8388608,1404688560.622,0
-291673,-4214285,-3265519,-3274602,-2600804,-3080884,-2937990,-8388608,1404688560.622,0
-291529,-4214288,-3266026,-3276342,-2601664,-3080804,-2938806,-8388608,1404688560.638,0
-291305,-4214801,-3265669,-3274926,-2600329,-3080982,-2938226,-8388608,1404688560.638,0
-291327,-4213556,-3264396,-3274732,-2600540,-3079546,-2937333,-8388608,1404688560.654,0
-291213,-4215636,-3266892,-3276727,-2601050,-3081960,-2939409,-8388608,1404688560.654,0
-291153,-4213807,-3264342,-3274994,-2600502,-3079591,-2937367,-8388608,1404688560.669,0
-291232,-4215397,-3266962,-3277216,-2601384,-3081861,-2939603,-8388608,1404688560.669,0
-291244,-4213671,-3264646,-3274975,-2600431,-3079744,-2937464,-8388608,1404688560.685,0
-291168,-4214816,-3266787,-3276726,-2601142,-3081492,-2939461,-8388608,1404688560.685,0
-291249,-4214757,-3266260,-3275388,-2600284,-4194304,-291244,-4213368,1404688560.7,0
-291218,-4212771,-3264276,-3274822,-2600541,-3079054,-2937263,-8388608,1404688560.7,0
-291221,-4214466,-3266281,-3275167,-2600181,-3081334,-2938744,-8388608,1404688560.716,0
-291249,-4212308,-3264036,-3274001,-2600410,-3078865,-2937116,-8388608,1404688560.716,0
-291266,-4214524,-3266857,-3275282,-2600541,-3081736,-2939357,-8388608,1404688560.732,0
-291032,-4212072,-3263894,-3273612,-2600195,-3078672,-2936918,-8388608,1404688560.732,0
-291208,-4214898,-3267094,-3276088,-2601002,-3081977,-2939651,-8388608,1404688560.747,0
-291108,-4213914,-3265506,-3274507,-2600101,-3080663,-2938081,-8388608,1404688560.747,0
-291049,-4213150,-3265407,-3275923,-2600997,-3080037,-2938396,-8388608,1404688560.763,0
-290966,-4214577,-3266182,-3275503,-2600353,-3081196,-2938626,-8388608,1404688560.763,0
-290804,-4213336,-3265236,-3275874,-2600913,-3079864,-2938201,-8388608,1404688560.778,0
-290882,-4214642,-3266101,-3275284,-2600264,-3081318,-2938569,-8388608,1404688560.778,0
-290818,-4212587,-3264365,-3274887,-2600688,-3079236,-2937327,-8388608,1404688560.778,0
-290964,-4214779,-3266487,-3275374,-2600438,-3081621,-2938841,-8388608,1404688560.794,0
-291062,-4213212,-3264431,-3273877,-2600061,-3079656,-2937089,-8388608,1404688560.794,0
-291247,-4213887,-3266137,-3275576,-2601029,-3080846,-2938706,-8388608,1404688560.81,0
-291067,-4213446,-3265034,-3273638,-2600094,-3080120,-2937558,-8388608,1404688560.81,0
-291061,-4213531,-3265965,-3275372,-2600943,-3080590,-2938759,-8388608,1404688560.825,0
-291109,-4213705,-3265106,-3273795,-2600313,-3080312,-2937731,-8388608,1404688560.825,0
-290969,-4213602,-3265706,-3275501,-2601336,-3080404,-2938617,-8388608,1404688560.841,0
-290895,-4214294,-3265752,-3274637,-2600332,-3080805,-2938186,-8388608,1404688560.841,0
-290908,-4212909,-3264345,-3274460,-2600392,-3079197,-2937214,-8388608,1404688560.856,0
-291242,-4215041,-3267291,-3276863,-2601084,-3082020,-2939922,-8388608,1404688560.856,0
-291199,-4213491,-3264662,-3274976,-2600376,-3079567,-2937612,-8388608,1404688560.872,0
-291128,-4215233,-3267286,-3277230,-2601232,-3081893,-2939942,-8388608,1404688560.872,0
-291078,-4213644,-3264778,-3274836,-2600335,-3079768,-2937752,-8388608,1404688560.888,0
-290997,-4214604,-3266780,-3276745,-2601266,-3081289,-2939601,-8388608,1404688560.888,0
-291064,-4214854,-3266567,-3275774,-2600726,-3081467,-2939137,-8388608,1404688560.903,0
-291028,-4212729,-3264147,-3274808,-2600905,-3078767,-2937370,-8388608,1404688560.903,0
-290966,-4214957,-3266659,-3275865,-2600961,-3081252,-2939178,-8388608,1404688560.903,0
-290867,-4212551,-3264131,-3274620,-2600909,-3078364,-2937104,-8388608,1404688560.919,0
-290404,-4214251,-3266320,-3275344,-2600506,-3080504,-2938671,-8388608,1404688560.919,0
-290388,-4211977,-3263427,-3273290,-2600084,-3077697,-2936252,-8388608,1404688560.934,0
-290573,-4214072,-3266131,-3274669,-2600219,-3080441,-2938434,-8388608,1404688560.934,0
-290707,-4213273,-3264677,-3273127,-2599484,-3079372,-2937025,-8388608,1404688560.95,0
-290604,-4212346,-3264252,-3274244,-2600399,-3078522,-2937044,-8388608,1404688560.95,0
-290748,-4213828,-3265410,-3274155,-2600037,-3080046,-2937567,-8388608,1404688560.966,0
-290929,-4213017,-3264788,-3275162,-2600936,-3078897,-2937366,-8388608,1404688560.966,0
-290794,-4214956,-3266607,-3275666,-2600436,-3081152,-2938629,-8388608,1404688560.981,0
-290524,-4212967,-3264906,-3275454,-2600392,-3079157,-2937716,-8388608,1404688560.981,0
-290582,-4215010,-3267087,-3275893,-2600063,-3081690,-2939418,-8388608,1404688560.997,0
-290629,-4213517,-3265064,-3274351,-2599682,-3079866,-2937750,-8388608,1404688560.997,0
-290333,-4213494,-3266027,-3275876,-2600480,-3080369,-2938754,-8388608,1404688561.012,0
-290289,-4213250,-3264804,-3273932,-2599667,-3079722,-2937321,-8388608,1404688561.012,0
-290547,-4213521,-3265854,-3276032,-2600972,-3080261,-2938574,-8388608,1404688561.028,0
-290341,-4213557,-3265070,-3274271,-2600028,-3079879,-2937502,-8388608,1404688561.028,0
-290231,-4212849,-3265011,-3275362,-2600559,-3079312,-2937785,-8388608,1404688561.044,0
-290692,-4213826,-3265363,-3274606,-2600231,-3080126,-2937598,-8388608,1404688561.044,0
-290529,-4212194,-3263624,-3273899,-2600141,-3078247,-2936216,-8388608,1404688561.059,0
-290507,-4214231,-3266225,-3275796,-2600845,-3080700,-2938516,-8388608,1404688561.059,0
-290486,-4212591,-3263832,-3273408,-2600052,-3078606,-2936279,-8388608,1404688561.059,0
-290574,-4214069,-3266264,-3275257,-2600850,-3080690,-2938467,-8388608,1404688561.075,0
-290288,-4213193,-3264667,-3273507,-2599633,-3079435,-2937114,-8388608,1404688561.075,0
-289981,-4214256,-3266582,-3275791,-2600347,-3081133,-2939069,-8388608,1404688561.09,0
-290153,-4214526,-3266804,-3275360,-2599802,-3081717,-2939059,-8388608,1404688561.09,0
-290488,-4212411,-3264396,-3274489,-2599991,-3079154,-2937387,-8388608,1404688561.106,0
-289997,-4214712,-3266742,-3275697,-2600048,-3081589,-2939181,-8388608,1404688561.106,0
-289947,-4211934,-3263944,-3274449,-2599904,-3078734,-2937006,-8388608,1404688561.122,0
-290080,-4214364,-3266752,-3276119,-2600398,-3081536,-2939249,-8388608,1404688561.122,0
-290214,-4212482,-3263982,-3274465,-2600385,-3078890,-2936993,-8388608,1404688561.137,0
-290449,-4214516,-3266482,-3276111,-2600927,-3081130,-2938931,-8388608,1404688561.137,0
-289984,-4213948,-3265227,-3274661,-2600150,-3080151,-2937596,-8388608,1404688561.153,0
-289857,-4212923,-3264596,-3275389,-2600785,-3078887,-2937391,-8388608,1404688561.153,0
-290216,-4214221,-3265741,-3275186,-2600397,-3080335,-2937937,-8388608,1404688561.168,0
-289844,-4212593,-3264599,-3275608,-2600969,-3078632,-2937287,-8388608,1404688561.168,0
-289864,-4214654,-3266615,-3275825,-2600326,-3080936,-2938625,-8388608,1404688561.184,0
-289629,-4212538,-3264730,-3275230,-2600518,-3078734,-2937517,-8388608,1404688561.184,0
-289934,-4214472,-3266490,-3275406,-2600111,-3081040,-2938798,-8388608,1404688561.184,0
-289724,-4213103,-3264804,-3274056,-2599674,-3079420,-2937451,-8388608,1404688561.2,0
-290063,-4213434,-3266236,-3275744,-2600666,-3080394,-2938940,-8388608,1404688561.2,0
-289822,-4213392,-3265448,-3273932,-2599468,-3080123,-2938002,-8388608,1404688561.215,0
-289767,-4212837,-3265689,-3275059,-2600257,-3079991,-2938557,-8388608,1404688561.215,0
-289934,-4213459,-3265365,-3273668,-2599582,-3080258,-2937927,-8388608,1404688561.231,0
-290171,-4213022,-3265211,-3274759,-2600799,-3079744,-2938178,-8388608,1404688561.231,0
-290128,-4213949,-3265433,-3273462,-2599948,-3080467,-2937765,-8388608,1404688561.246,0
-289967,-4212066,-3263196,-3272416,-2599844,-3078092,-2935846,-8388608,1404688561.246,0
-290286,-4214519,-3266253,-3275337,-2600997,-3080826,-2938638,-8388608,1404688561.262,0
-289922,-4212692,-3263499,-3273409,-2600135,-3078331,-2936114,-8388608,1404688561.262,0
-290035,-4214391,-3266312,-3276413,-2601156,-3080566,-2938786,-8388608,1404688561.278,0
-290195,-4213501,-3264604,-3274617,-2600324,-3079172,-2937117,-8388608,1404688561.278,0
-290114,-4214279,-3266492,-3276688,-2600902,-3080506,-2938946,-8388608,1404688561.293,0
-290101,-4214665,-3266566,-3275816,-2600141,-3080998,-2938688,251,1404688561.293,0
-289769,-4212145,-3263869,-3274270,-2599840,-3078214,-2936667,-8388608,1404688561.309,0
-289859,-4214581,-3266613,-3275275,-2599992,-3081107,-2938864,-8388608,1404688561.309,0
-289655,-4211821,-3263322,-3273154,-2599524,-3077853,-2936307,-8388608,1404688561.324,0
-289772,-4214413,-3266299,-3274886,-2600062,-3080724,-2938813,-8388608,1404688561.324,0
-289919,-4212076,-3263506,-3273092,-2599667,-3078100,-2936517,-8388608,1404688561.34,0
-290116,-4212813,-3264809,-3274654,-2600452,15,-4643381,-322020,1404688561.34,0
-290321,-4213795,-3265137,-3273504,-2599579,-3079901,-2937506,-8388608,1404688561.34,0
-290462,-4212649,-3264216,-3274389,-2600533,-3078455,-2937029,-8388608,1404688561.356,0
-290558,-4214874,-3266013,-3274879,-2600327,-3080555,-2938256,-8388608,1404688561.356,0
-290865,-4213254,-3264662,-3275137,-2601083,-3078776,-2937431,-8388608,1404688561.371,0
-290798,-4214994,-3266476,-3275332,-2600576,-3080867,-2938614,-8388608,1404688561.371,0
-290627,-4213415,-3264409,-3273994,-2600116,-3078893,-2936917,-8388608,1404688561.387,0
-290607,-4214362,-3266239,-3276374,-2601081,-3080214,-2938724,-8388608,1404688561.387,0
-290321,-4213899,-3265105,-3274606,-2600222,-3079612,-2937462,-8388608,1404688561.402,0
-290279,-4214194,-3266379,-3276269,-2601218,-3080314,-2938864,-8388608,1404688561.402,0
-290557,-4214722,-3266064,-3274860,-2600584,-3080509,-2938317,-8388608,1404688561.418,0
-290417,-4213783,-3266087,-3275832,-2601300,-3079988,-2938654,-8388608,1404688561.418,0
-290301,-4214246,-3265807,-3274671,-2600441,-3080176,-2937968,-8388608,1404688561.434,0
-290243,-4212667,-3264223,-3274224,-2600652,-3078363,-2936822,-8388608,1404688561.434,0
-290241,-4214633,-3267129,-3276274,-2601279,-3080917,-2939386,-8388608,1404688561.449,0
-290434,-4212703,-3264512,-3274054,-2600626,-3078434,-2937057,-8388608,1404688561.449,0
-290639,-4214641,-3267049,-3276417,-2601538,-3080793,-2939254,-8388608,1404688561.449,0
-290779,-4213239,-3264726,-3274326,-2600259,-3078868,-2937185,-8388608,1404688561.465,0
-290672,-4214500,-3266924,-3276676,-2601122,-3080663,-2939260,-8388608,1404688561.48,0
-290537,-4213316,-3264926,-3274592,-2600037,-3079132,-2937266,-8388608,1404688561.48,0
-290623,-4212866,-3264660,-3275242,-2600706,-3078561,-2937367,-8388608,1404688561.48,0
-290656,-4215129,-3267014,-3276074,-2600683,-3081186,-2939132,-8388608,1404688561.496,0
-290330,-4212628,-3264363,-3274560,-2600346,-3078421,-2937102,-8388608,1404688561.496,0
-290635,-4215280,-3267362,-3276282,-2600827,-3081586,-2939684,-8388608,1404688561.512,0
-290597,-4213047,-3264383,-3274514,-2600639,-3078667,-2937157,-8388608,1404688561.512,0
-290080,-4215065,-3266999,-3276211,-2600895,-3081140,-2939231,-8388608,1404688561.527,0
-290075,-4214045,-3265452,-3273792,251,-7155265,-4641586,3286222,1404688561.527,0
-290495,-4212862,-3264825,-3274941,-2600771,-3078873,-2937392,-8388608,1404688561.543,0
-290240,-4214070,-3265602,-3274470,-2600307,-3080012,-2937598,-8388608,1404688561.543,0
-290427,-4212597,-3264453,-3275209,-2601067,-3078284,-2936928,-8388608,1404688561.558,0
-290336,-4214344,-3265838,-3275026,-2600345,-3080069,-2937781,-8388608,1404688561.558,0
-290321,-4213014,-3264362,-3275021,-2600909,-3078102,-2936890,-8388608,1404688561.574,0
-290241,-4214104,-3266266,-3276144,-2601092,-3079935,-2938464,-8388608,1404688561.574,0
-290497,-4212834,-3264481,-3273876,-2599749,-3078646,-2936609,-8388608,1404688561.59,0
-290794,-4214012,-3266729,-3276413,-2601179,-3080549,-2938873,-8388608,1404688561.59,0
-289995,-4213567,-3265022,-3274029,-2599688,-3079221,-2937133,-8388608,1404688561.59,0
-289971,-4213262,-3266099,-3275917,-2600660,-3079811,-2938430,-8388608,1404688561.605,0
-290004,-4214234,-3265782,-3274247,-2599829,-3079979,-2937774,-8388608,1404688561.605,0
-290023,-4212627,-3266007,-3275077,-2600657,-3079806,-2938289,-8388608,1404688561.621,0
-290059,-4213820,-3267098,-3275014,-2600562,-3081126,-2938891,-8388608,1404688561.621,0
-289916,-4211951,-3264267,-3272669,-2599669,-3078477,-2936474,-8388608,1404688561.636,0
-289817,-4214262,-3266863,-3274747,-2600202,-3080901,-2938749,-8388608,1404688561.636,0
-289967,-4212307,-3264067,-3273136,-2599941,-3078336,-2936223,-8388608,1404688561.652,0
-289874,-4214277,-3266866,-3276259,-2601052,-3080629,-2938747,-8388608,1404688561.652,0
-290001,-4212947,-3265009,-3274491,-2600205,-3079154,-2937090,-8388608,1404688561.668,0
-289849,-4213954,-3266991,-3276544,-2601130,-3080676,-2939053,-8388608,1404688561.668,0
-290041,-4214342,-3267031,-3275742,-2600689,-3081107,-2938817,-8388608,1404688561.683,0
-290108,-4212362,-3264461,-3274614,-2600786,-3078306,-2936871,-8388608,1404688561.683,0
-289881,-4214630,-3267227,-3275879,-2600756,-3081225,-2939060,-8388608,1404688561.699,0
-290121,-4212414,-3264719,-3274501,-2600610,-3078538,-2936969,-8388608,1404688561.699,0
-290121,-4214918,-3267699,-3276202,-2600856,-3081641,-2939549,-8388608,1404688561.714,0
-290177,-4212770,-3265046,-3274464,-2600642,-3079037,-2937301,-8388608,1404688561.714,0
-290098,-4214558,-3267478,-3276062,-2601009,-3081400,-2939278,-8388608,1404688561.73,0
-290003,-4213897,-3266192,-3274595,-2600271,-3080449,-2937997,-8388608,1404688561.73,0
-289760,-4212267,-3264981,-3274581,-2600501,-3078722,-2937236,-8388608,1404688561.746,0
-289408,-4213607,-3266212,-3274022,-2599777,-3080377,-2937964,-8388608,1404688561.746,0
-289636,-4212314,-3265130,-3274236,-2600405,-3078842,-2937472,-8388608,1404688561.746,0
-289426,-4213428,-3266731,-3274046,-2599824,-3080926,-2938532,-8388608,1404688561.761,0
-289746,-4211501,-3264837,-3273674,-2600567,-3078641,-2937141,-8388608,1404688561.761,0
-289603,-4212861,-3266506,-3274821,-2600786,-3080202,-2938433,3,1404688561.777,0
-289919,-4212202,-3265252,-3272975,-2599919,-3079315,-2937097,-8388608,1404688561.777,0
-289956,-4212942,-3266910,-3275443,-2601093,-3080494,-2938794,-8388608,1404688561.792,0
-289934,-4213217,-3265929,-3274184,-2600337,-3080012,-2937744,-8388608,1404688561.792,0
-290029,-4213671,-3266959,-3276262,-2601388,-3080388,-2939076,-8388608,1404688561.808,0
-289666,-4213618,-3266204,-3274522,-2600027,-3080153,-2938007,-8388608,1404688561.808,0
-289474,-4212162,-3264848,-3274133,-2600166,-3078611,-2937072,-8388608,1404688561.824,0
-290064,-4214301,-3267564,-3276076,-2601032,-3081274,-2939351,-8388608,1404688561.824,0
-289781,-4212297,-3264739,-3274007,-2600463,-3078631,-2936825,-8388608,1404688561.839,0
-289812,-4214243,-3267317,-3276131,-2601252,-3080924,-2939097,-8388608,1404688561.839,0
-289741,-4212371,-3264794,-3273860,-2600377,-3078705,-2936837,-8388608,1404688561.855,0
-289862,-4213538,-3267036,-3275789,-2601169,-3080540,-2938832,-8388608,1404688561.855,0
-289850,-4212157,-3264862,-3273182,-2599987,-3078782,-2936696,-8388608,1404688561.87,0
-289839,-4211332,-3264581,-3273610,-2600359,-3078184,-2936714,-8388608,1404688561.87,0
-289837,-4213512,-3266793,-3273891,-2599733,-3080654,-2938275,-8388608,1404688561.87,0
-289891,-4211382,-3264411,-3273147,-2599919,-3078236,-2936604,-8388608,1404688561.886,0
-290084,-4214016,-3267271,-3275121,-2600361,-3081294,-2938975,-8388608,1404688561.886,0
-289977,-4211819,-3264497,-3273937,-2600147,-3078564,-2936873,-8388608,1404688561.902,0
-289959,-4214014,-3267441,-3275961,-2600527,-3081515,-2939359,-8388608,1404688561.902,0
-289912,-4211931,-3264693,-3274329,-2600192,-3078856,-2937117,-8388608,1404688561.917,0
-290057,-4212330,-3265916,-3275817,-2600851,-3079718,-2938354,-8388608,1404688561.917,0
-289678,-4213212,-3266061,-3274668,-2599968,-3080364,-2938056,-8388608,1404688561.933,0
-289505,-4211742,-3265324,-3275370,-2600750,-3078969,-2937817,-8388608,1404688561.933,0
-289682,-4213410,-3266928,-3275168,-2600364,-3081079,-2938976,-8388608,1404688561.948,0
-289731,-4211503,-3265306,-3274754,-2600484,-3079051,-2937989,-8388608,1404688561.948,0
-290030,-4213357,-3267058,-3274608,-2599971,-3081240,-2939100,-8388608,1404688561.964,0
-289914,-4211876,-3264993,-3273022,-2599582,-3079232,251,-7033665,1404688561.964,0
-289626,-4212334,-3266443,-3274676,-2600033,-3080369,-2938888,-8388608,1404688561.98,0
-289821,-4212059,-3265185,-3272797,-2598982,-3079877,-2937651,-8388608,1404688561.98,0
-289713,-4211875,-3265467,-3274464,-2599866,-3079603,-2938176,-8388608,1404688561.995,0
-289834,-4212321,-3265007,-3273311,-2599121,-3079455,-2937326,-8388608,1404688561.995,0
-289607,-4212095,-3265357,-3274912,-2600157,-3079281,-2937913,-8388608,1404688562.011,0
-289626,-4213268,-3266445,-3275040,125,-3541025,-2376089,1465959,1404688562.011,0
-289800,-4211388,-3263754,-3273232,-2599386,-3078159,-2936383,-8388608,1404688562.011,0
-289930,-4213065,-3266575,-3275041,-2600084,-3080826,-2938731,-8388608,1404688562.026,0
-289676,-4210737,-3263597,-3272800,-2599362,-3077997,-2936104,-8388608,1404688562.026,0
-289852,-4212799,-3266554,-3275328,-2600301,-3080427,-2938627,-8388608,1404688562.042,0
-289908,-4211979,-3264480,-3273306,-2599248,-3078752,-2936863,-8388608,1404688562.042,0
-290114,-4211974,-3264746,-3274284,-2599956,-3078694,-2937422,-8388608,1404688562.058,0
-289823,-4213400,-3266502,-3274280,-2599379,-3080742,-2938479,-8388608,1404688562.058,0
-289771,-4211403,-3264552,-3273581,-2599475,-3078601,-2937089,-8388608,1404688562.073,0
-289996,-4213382,-3266426,-3274233,-2599258,-3080766,-2938478,-8388608,1404688562.073,0
-289869,-4211102,-3263850,-3273217,-2599059,-3078009,-2936417,-8388608,1404688562.089,0
-289764,-4213551,-3266404,-3274799,-2599343,-3080590,-2938341,-8388608,1404688562.089,0
-289678,-4211252,-3263786,-3273426,-2599140,-3077881,-2936226,-8388608,1404688562.104,0
-289907,-4211843,-3264981,-3274742,-2599818,-3078776,-2937326,-8388608,1404688562.104,0
-290049,-4212294,-3264769,-3273038,-2598896,-3079108,-2936707,-8388608,1404688562.12,0
-289794,-4211192,-3264302,-3273496,-2599526,-3078066,-2936630,-8388608,1404688562.12,0
-289979,-4212372,-3265042,-3272763,-2598810,-3079219,-2936784,-8388608,1404688562.136,0
-289904,-4211157,-3264033,-3273325,-2599582,-3077727,-2936263,-8388608,1404688562.136,0
-289829,-4212876,-3265917,-3273976,-2599274,-3079958,-2937694,-8388608,1404688562.151,0
-289815,-4210756,-3264121,-3273896,-2599430,-3077834,-2936527,-8388608,1404688562.151,0
-289882,-4212231,-3265882,-3274968,-2599799,-3079541,-2937995,-8388608,1404688562.151,0
-289669,-4210800,-3263796,-3272407,-2598405,-3077780,-2935852,-8388608,1404688562.167,0
-289668,-4211698,-3265499,-3274652,-2599637,-3078856,-2937554,-8388608,1404688562.167,0
-289797,-4211653,-3264362,-3272855,-2598599,-3078324,-2936354,-8388608,1404688562.182,0
-289674,-4211631,-3265032,-3274522,-2599297,-3078565,-2937279,-8388608,1404688562.182,0
-289859,-4211661,-3264484,-3272836,-2598344,-3078661,-2936547,-8388608,1404688562.198,0
-289737,-4210719,-3264179,-3273466,-2598941,-3077939,-2936694,-8388608,1404688562.198,0
-290025,-4212246,-3265678,-3273853,-2599056,-3079696,-2937768,-8388608,1404688562.214,0
-289938,-4210245,-3262811,-3271621,-2598471,-3077095,-2935287,-8388608,1404688562.214,0
-290168,-4212566,-3265775,-3273881,-2599254,-3079928,-2937817,-8388608,1404688562.229,0
-289912,-4210529,-3262922,-3271172,-2598019,-3077557,-2935250,-8388608,1404688562.229,0
