@relation jim-filtered-data-weka.filters.unsupervised.attribute.Remove-R9

@attribute channel_0 numeric
@attribute channel_1 numeric
@attribute channel_2 numeric
@attribute channel_3 numeric
@attribute channel_4 numeric
@attribute channel_5 numeric
@attribute channel_6 numeric
@attribute channel_7 numeric
@attribute class {0,70}

@data
0.060227,0.234263,0.16859,0.048821,0.060207,0.092743,0.023972,0.163525,70
0.061296,0.234837,0.169711,0.049707,0.061435,0.093771,0.024939,0.163477,70
0.061146,0.234936,0.169752,0.049637,0.061146,0.093744,0.02492,0.163356,70
0.060486,0.234675,0.168955,0.049136,0.060438,0.093083,0.024179,0.163326,70
0.060083,0.234279,0.168429,0.048759,0.060022,0.092633,0.023773,0.163516,70
0.061145,0.23474,0.169622,0.049592,0.061312,0.093647,0.024821,0.163468,70
0.061128,0.234782,0.169787,0.049628,0.061237,0.093819,0.025023,0.163123,70
0.06066,0.234671,0.169135,0.049227,0.060599,0.093259,0.024465,0.163268,70
0.060093,0.23432,0.168449,0.048713,0.059919,0.09261,0.023868,0.163535,70
0.061009,0.234666,0.169498,0.049433,0.06112,0.093435,0.024626,0.163607,70
0.061352,0.235025,0.169908,0.049764,0.06137,0.09391,0.025117,0.163417,70
0.060839,0.234786,0.169278,0.049361,0.060789,0.093421,0.024611,0.163313,70
0.060091,0.234364,0.168442,0.04874,0.059952,0.092655,0.023847,0.16344,70
0.060823,0.234588,0.169187,0.049294,0.060908,0.093275,0.024445,0.163606,70
0.061342,0.234993,0.169878,0.049746,0.061423,0.09392,0.025096,0.163347,70
0.060879,0.234781,0.169377,0.049382,0.060861,0.093481,0.024681,0.16324,70
0.060139,0.234356,0.168486,0.048767,0.059981,0.092685,0.023955,0.163341,70
0.060554,0.234421,0.168911,0.049079,0.060637,0.092988,0.024233,0.163558,70
0.061328,0.234958,0.169936,0.049758,0.061507,0.093872,0.025023,0.163366,70
0.060976,0.234843,0.169592,0.049476,0.060979,0.093558,0.024809,0.163257,70
0.06023,0.234471,0.16866,0.048884,0.060146,0.092832,0.024039,0.163306,70
0.060338,0.23428,0.168746,0.048914,0.06038,0.092843,0.024068,0.163488,70
0.061323,0.234826,0.169855,0.049716,0.061475,0.093861,0.025028,0.163339,70
0.061078,0.234849,0.169654,0.049553,0.061065,0.093706,0.024902,0.163287,70
0.060416,0.234581,0.168866,0.048992,0.060292,0.09299,0.02419,0.163329,70
0.060282,0.234334,0.16864,0.048797,0.060148,0.092707,0.023997,0.163664,70
0.061352,0.234924,0.169804,0.049703,0.061438,0.093783,0.024972,0.163607,70
0.061222,0.234973,0.16978,0.049645,0.061187,0.09381,0.025039,0.163399,70
0.06058,0.234632,0.169042,0.049122,0.060485,0.093144,0.024361,0.163317,70
0.060187,0.234319,0.168537,0.048776,0.060054,0.092672,0.023938,0.163599,70
0.061187,0.234791,0.16969,0.0496,0.061349,0.093637,0.024806,0.163572,70
0.061273,0.234984,0.169932,0.049709,0.061313,0.093849,0.025087,0.163377,70
0.060721,0.234717,0.169182,0.049273,0.060668,0.093308,0.024492,0.163326,70
0.060135,0.234331,0.168501,0.048755,0.059959,0.092653,0.023915,0.163545,70
0.06104,0.234653,0.169456,0.049456,0.061126,0.093458,0.024689,0.163591,70
0.06137,0.234983,0.169917,0.049777,0.061394,0.093927,0.025168,0.163377,70
0.060863,0.234803,0.169355,0.049389,0.06081,0.093434,0.024698,0.163312,70
0.060123,0.23434,0.168518,0.048756,0.059954,0.09266,0.023948,0.16343,70
0.060804,0.23453,0.169231,0.049268,0.060878,0.093232,0.024452,0.163609,70
0.061383,0.235011,0.16996,0.049795,0.06149,0.093938,0.025116,0.163414,70
0.060881,0.234794,0.169459,0.049413,0.060919,0.09351,0.0247,0.163249,70
0.060128,0.234413,0.168594,0.0488,0.060031,0.092735,0.023937,0.163345,70
0.060564,0.234403,0.169048,0.04908,0.060592,0.093013,0.024221,0.163594,70
0.061386,0.234937,0.170001,0.04977,0.061492,0.093889,0.0251,0.163392,70
0.061053,0.234845,0.169557,0.049512,0.061,0.093621,0.024901,0.163276,70
0.060342,0.234547,0.168786,0.048965,0.060202,0.092941,0.024141,0.163356,70
0.060429,0.234401,0.168809,0.048983,0.060382,0.09291,0.024137,0.163629,70
0.061422,0.234924,0.169916,0.049788,0.06149,0.093917,0.025114,0.163472,70
0.061184,0.234927,0.169742,0.049641,0.061096,0.093782,0.025013,0.163375,70
0.060513,0.234694,0.168933,0.049104,0.060343,0.093068,0.024274,0.163435,70
0.060275,0.234383,0.16863,0.04886,0.06016,0.09275,0.023974,0.163657,70
0.061296,0.234866,0.169762,0.049701,0.061435,0.093775,0.024898,0.163527,70
0.06124,0.234967,0.169836,0.049676,0.0612,0.093845,0.025092,0.163333,70
0.060605,0.234715,0.169193,0.049204,0.060525,0.093221,0.024423,0.163281,70
0.06018,0.234348,0.168674,0.048795,0.060018,0.092676,0.023968,0.163594,70
0.061211,0.234769,0.169646,0.049592,0.061309,0.093651,0.024891,0.163588,70
0.061281,0.235006,0.169845,0.04972,0.061316,0.093907,0.02509,0.163375,70
0.060716,0.234755,0.169215,0.049278,0.060684,0.093342,0.024481,0.163321,70
0.060131,0.234275,0.168473,0.048723,0.059946,0.092649,0.023935,0.163499,70
0.060972,0.234615,0.169388,0.049412,0.061094,0.09342,0.024581,0.16362,70
0.06136,0.235089,0.169929,0.0498,0.061395,0.09394,0.025106,0.163437,70
0.060862,0.234838,0.16939,0.049389,0.06081,0.093459,0.024656,0.163316,70
0.060158,0.234403,0.168585,0.048811,0.060005,0.092732,0.023941,0.163458,70
0.060798,0.234563,0.169222,0.049295,0.060872,0.093251,0.024418,0.163652,70
0.061396,0.234977,0.169981,0.04981,0.061489,0.09398,0.025118,0.163379,70
0.06097,0.234833,0.16961,0.049473,0.060947,0.093602,0.024763,0.163335,70
0.060271,0.234489,0.168836,0.048878,0.060075,0.092809,0.024044,0.163469,70
0.060591,0.234431,0.168924,0.049097,0.060575,0.093045,0.024252,0.16366,70
0.061422,0.234991,0.169891,0.049817,0.061529,0.093967,0.025073,0.163489,70
0.061087,0.234902,0.169595,0.04956,0.061034,0.093696,0.024872,0.163385,70
0.060373,0.234531,0.16879,0.048959,0.060205,0.092957,0.024166,0.163384,70
0.06033,0.234294,0.168722,0.04888,0.060316,0.09283,0.024044,0.163577,70
0.061295,0.234843,0.169823,0.049705,0.061472,0.093839,0.024968,0.163435,70
0.061074,0.234841,0.169646,0.049563,0.061082,0.093712,0.02491,0.163279,70
0.060425,0.234525,0.168862,0.049019,0.060337,0.093015,0.024219,0.163258,70
0.060112,0.234199,0.168521,0.048733,0.06007,0.092642,0.023826,0.163482,70
0.061254,0.234782,0.169751,0.049648,0.061401,0.09373,0.024936,0.163464,70
0.061189,0.234845,0.169881,0.049607,0.061184,0.093788,0.025073,0.163235,70
0.060595,0.234558,0.169124,0.049112,0.060506,0.093142,0.024408,0.163212,70
0.060072,0.234264,0.168481,0.048709,0.059973,0.092628,0.023835,0.163523,70
0.061168,0.234802,0.16957,0.049565,0.061235,0.09358,0.024766,0.163632,70
0.061387,0.23504,0.169882,0.049744,0.06131,0.093903,0.025149,0.163467,70
0.060824,0.234776,0.169268,0.049305,0.060718,0.093361,0.024586,0.163385,70
0.060114,0.234366,0.168494,0.048731,0.059951,0.092638,0.023871,0.163549,70
0.060901,0.234605,0.169326,0.04935,0.061041,0.093345,0.024483,0.163599,70
0.061259,0.234877,0.169884,0.04969,0.06139,0.093876,0.025026,0.163269,70
0.060847,0.234739,0.169393,0.049329,0.060789,0.093423,0.02467,0.163264,70
0.060135,0.234337,0.168541,0.048696,0.059942,0.092658,0.023952,0.163424,70
0.060642,0.234392,0.169056,0.04909,0.060748,0.093096,0.024321,0.16355,70
0.061284,0.234925,0.169859,0.049685,0.061446,0.093861,0.025074,0.163307,70
0.060938,0.23484,0.169575,0.049405,0.060928,0.093502,0.024734,0.163315,70
0.060212,0.234434,0.168649,0.048788,0.060071,0.09274,0.023987,0.163399,70
0.060439,0.234342,0.168833,0.048961,0.060515,0.09291,0.024113,0.163558,70
0.061287,0.234907,0.169825,0.049697,0.061496,0.09383,0.024963,0.163392,70
0.061036,0.234861,0.169555,0.049453,0.061004,0.09358,0.024823,0.163365,70
0.060342,0.2345,0.168777,0.048892,0.060225,0.092882,0.024106,0.163374,70
0.060284,0.234271,0.16869,0.048814,0.060288,0.092753,0.023988,0.163578,70
0.061291,0.234847,0.169788,0.04966,0.06146,0.093776,0.02491,0.163452,70
0.061076,0.234817,0.169654,0.049514,0.0611,0.093681,0.024894,0.163252,70
0.060446,0.234517,0.168887,0.048985,0.06036,0.093003,0.02425,0.163268,70
0.060095,0.234218,0.168496,0.048691,0.060066,0.092613,0.02383,0.163495,70
0.061063,0.23468,0.169696,0.04952,0.061346,0.093605,0.02471,0.16336,70
0.06111,0.234786,0.169769,0.049548,0.061158,0.093716,0.024969,0.163179,70
0.060576,0.234587,0.169033,0.049106,0.060491,0.093145,0.024366,0.163232,70
0.060058,0.234263,0.168417,0.04866,0.059926,0.092566,0.02383,0.163492,70
0.061034,0.234645,0.169416,0.049416,0.061154,0.093438,0.024669,0.163512,70
0.061191,0.234913,0.169796,0.04963,0.061261,0.0938,0.02496,0.163301,70
0.060703,0.234695,0.169222,0.049239,0.06069,0.093292,0.024465,0.163251,70
0.060032,0.234249,0.168448,0.048665,0.059918,0.092588,0.023803,0.163414,70
0.060838,0.234496,0.169272,0.049268,0.060965,0.093291,0.02448,0.163526,70
0.061296,0.234869,0.169882,0.049667,0.06137,0.093883,0.025068,0.163284,70
0.060828,0.234658,0.169357,0.049281,0.060804,0.093426,0.02462,0.163199,70
0.060089,0.234213,0.168509,0.048648,0.059929,0.092647,0.023889,0.163303,70
0.060615,0.234417,0.169012,0.049073,0.060683,0.093064,0.024252,0.163563,70
0.061251,0.234865,0.169813,0.049658,0.061418,0.093834,0.024963,0.163304,70
0.060847,0.234693,0.169491,0.049325,0.060883,0.093467,0.024681,0.163143,70
0.060159,0.23431,0.168683,0.048751,0.060032,0.09274,0.023984,0.163244,70
0.060431,0.234353,0.168768,0.048921,0.060395,0.092872,0.024083,0.163631,70
0.061327,0.23496,0.169762,0.049702,0.061441,0.093821,0.024973,0.163517,70
0.060962,0.234818,0.169475,0.049445,0.060995,0.093571,0.024751,0.163302,70
0.060226,0.234396,0.168692,0.048844,0.060194,0.092843,0.023983,0.163226,70
0.060181,0.234188,0.168545,0.048741,0.060158,0.092652,0.023889,0.163469,70
0.061195,0.234751,0.169665,0.049588,0.061354,0.093671,0.024849,0.163376,70
0.061045,0.234814,0.169626,0.049507,0.061063,0.09365,0.024892,0.163227,70
0.060401,0.234506,0.168905,0.048983,0.060355,0.092993,0.024191,0.163215,70
0.060025,0.234149,0.168556,0.048647,0.05999,0.092546,0.02382,0.163417,70
0.061084,0.234683,0.16959,0.049513,0.061279,0.093564,0.024718,0.163443,70
0.061147,0.234829,0.169712,0.049558,0.06116,0.093748,0.024929,0.163262,70
0.060641,0.234652,0.169097,0.049145,0.060547,0.093191,0.024392,0.163347,70
0.060002,0.2342,0.168415,0.048617,0.059905,0.092553,0.023774,0.163476,70
0.060967,0.234549,0.169429,0.049375,0.061133,0.093445,0.02461,0.163477,70
0.061217,0.234845,0.169807,0.04962,0.061263,0.093837,0.025016,0.163288,70
0.060731,0.234673,0.169234,0.049224,0.060671,0.093328,0.024521,0.163268,70
0.060002,0.2342,0.168423,0.048607,0.059881,0.092576,0.023799,0.163374,70
0.060778,0.234429,0.169192,0.049195,0.060889,0.093228,0.024444,0.163522,70
0.06125,0.234812,0.169954,0.049634,0.061358,0.09386,0.025017,0.163271,70
0.060746,0.23458,0.169392,0.049235,0.060791,0.093401,0.024569,0.163136,70
0.060027,0.234232,0.168501,0.048669,0.059968,0.092697,0.023822,0.163286,70
0.060593,0.234418,0.168988,0.04909,0.060662,0.093094,0.024225,0.163587,70
0.061323,0.234854,0.169873,0.049718,0.061461,0.093925,0.025049,0.163322,70
0.060917,0.234706,0.169507,0.049419,0.060938,0.093588,0.024745,0.163212,70
0.060165,0.23445,0.168649,0.048827,0.060083,0.092819,0.023962,0.163309,70
0.06036,0.234338,0.168775,0.048922,0.060405,0.092874,0.024005,0.163587,70
0.06132,0.234899,0.169833,0.049708,0.061472,0.093852,0.02495,0.163433,70
0.061045,0.234798,0.169626,0.049492,0.061024,0.09367,0.024875,0.16324,70
0.060383,0.234458,0.168859,0.048931,0.060243,0.092976,0.024175,0.163282,70
0.060239,0.234226,0.16865,0.048786,0.060174,0.092745,0.02396,0.163523,70
0.061249,0.234779,0.169761,0.04964,0.061416,0.093775,0.024879,0.163413,70
0.06106,0.234805,0.169757,0.049533,0.061109,0.093726,0.024871,0.163178,70
0.060497,0.234571,0.169061,0.049062,0.06042,0.093067,0.02422,0.163288,70
0.06015,0.234253,0.168497,0.04872,0.060021,0.09263,0.023899,0.16358,70
0.061143,0.234718,0.169567,0.049543,0.061291,0.093604,0.024788,0.163508,70
0.061201,0.234904,0.169793,0.049661,0.061225,0.093843,0.024989,0.163315,70
0.060647,0.23467,0.16914,0.049225,0.060613,0.093284,0.024403,0.163275,70
0.060014,0.234201,0.168444,0.048675,0.059937,0.092615,0.023794,0.163414,70
0.060974,0.23456,0.169458,0.049436,0.061152,0.09348,0.024621,0.163478,70
0.061254,0.234893,0.169867,0.049725,0.061356,0.093898,0.025041,0.163275,70
0.060754,0.234697,0.169309,0.049334,0.060753,0.093397,0.024546,0.163228,70
0.060106,0.234303,0.168574,0.048746,0.059938,0.092671,0.023882,0.163459,70
0.060847,0.234555,0.169318,0.049292,0.060902,0.093254,0.024452,0.16365,70
0.06134,0.23494,0.169903,0.049752,0.061426,0.093943,0.02507,0.163368,70
0.060918,0.234762,0.169414,0.049398,0.060864,0.093522,0.024675,0.163282,70
0.060099,0.234316,0.168523,0.04874,0.059981,0.092717,0.023853,0.163326,70
0.060578,0.234354,0.16894,0.049069,0.060635,0.093042,0.024215,0.163575,70
0.061334,0.234849,0.169843,0.049737,0.061476,0.093896,0.025017,0.163363,70
0.06092,0.23471,0.169464,0.049428,0.060949,0.093556,0.024675,0.163217,70
0.060237,0.234379,0.168627,0.048834,0.060077,0.092801,0.023993,0.163279,70
0.06038,0.23425,0.168741,0.048904,0.060334,0.092832,0.024075,0.16356,70
0.061337,0.234884,0.169795,0.049731,0.061435,0.093825,0.024993,0.163485,70
0.061042,0.234871,0.169704,0.049546,0.061021,0.093668,0.024844,0.163324,70
0.060389,0.234479,0.168864,0.048974,0.060255,0.09299,0.024175,0.163285,70
0.060204,0.234183,0.168577,0.048759,0.060115,0.092734,0.023939,0.163508,70
0.061249,0.234766,0.169732,0.049631,0.061394,0.093766,0.024882,0.163455,70
0.06118,0.234882,0.169765,0.049612,0.061169,0.093818,0.024993,0.163329,70
0.060545,0.234596,0.169017,0.0491,0.060468,0.093173,0.02431,0.16328,70
0.060083,0.234214,0.168487,0.048673,0.059998,0.092654,0.023827,0.163478,70
0.061087,0.234669,0.169546,0.049498,0.061281,0.093608,0.024674,0.163457,70
0.061164,0.234851,0.169761,0.049608,0.061228,0.093835,0.024941,0.163217,70
0.060686,0.234609,0.169178,0.049179,0.060587,0.093297,0.024478,0.163211,70
0.060031,0.234164,0.168454,0.048615,0.059878,0.092606,0.023834,0.1634,70
0.06096,0.234527,0.169387,0.049352,0.061064,0.093423,0.024574,0.163511,70
0.061262,0.234911,0.169861,0.04969,0.06131,0.093878,0.025002,0.163349,70
0.060814,0.234693,0.169403,0.049306,0.060739,0.09339,0.024604,0.163264,70
0.060108,0.234262,0.168467,0.048704,0.059913,0.092657,0.023903,0.163405,70
0.060731,0.234461,0.169139,0.049226,0.060837,0.093237,0.024369,0.163522,70
0.061399,0.235021,0.169886,0.049789,0.061425,0.093957,0.025077,0.163469,70
0.060943,0.234816,0.169379,0.049411,0.060851,0.09352,0.024691,0.163342,70
0.060149,0.23436,0.168565,0.048789,0.059993,0.09277,0.0239,0.163357,70
0.060525,0.234376,0.168926,0.049073,0.060591,0.093042,0.024166,0.163565,70
0.06124,0.23487,0.169811,0.049728,0.06149,0.093894,0.02491,0.163315,70
0.06089,0.234759,0.169473,0.049444,0.06096,0.093602,0.02467,0.1632,70
0.060239,0.234441,0.168684,0.048867,0.060136,0.092882,0.024005,0.163315,70
0.060301,0.234256,0.168741,0.048874,0.060362,0.092864,0.024032,0.163517,70
0.061229,0.23475,0.169825,0.049668,0.061509,0.093868,0.024913,0.163305,70
0.06103,0.234758,0.169639,0.049513,0.061095,0.09372,0.024838,0.163239,70
0.060439,0.23458,0.168944,0.049011,0.060325,0.093034,0.024196,0.163359,70
0.060245,0.234297,0.168685,0.048792,0.060115,0.092718,0.023947,0.163642,70
0.061251,0.23478,0.169665,0.049631,0.061379,0.093747,0.024863,0.163509,70
0.061139,0.234865,0.169642,0.049596,0.061123,0.093788,0.024927,0.163309,70
0.060541,0.234582,0.168994,0.049105,0.060448,0.093176,0.024296,0.163265,70
0.060053,0.234199,0.168435,0.048679,0.059943,0.09263,0.023787,0.163467,70
0.061057,0.234664,0.169493,0.049479,0.06121,0.093571,0.024641,0.163488,70
0.061192,0.234862,0.169756,0.049618,0.061229,0.093838,0.024997,0.163277,70
0.06065,0.234636,0.169144,0.049215,0.060618,0.093304,0.024454,0.163238,70
0.059961,0.234202,0.168416,0.048642,0.059904,0.092611,0.023739,0.163364,70
0.06082,0.234479,0.169291,0.049297,0.060999,0.09336,0.024464,0.163433,70
0.061217,0.234851,0.16981,0.049665,0.061296,0.093875,0.024981,0.163271,70
0.060832,0.234766,0.169421,0.04935,0.06075,0.093438,0.024611,0.163312,70
0.06012,0.234369,0.168552,0.048741,0.059936,0.092686,0.023937,0.163468,70
0.060715,0.234464,0.169076,0.049177,0.060783,0.093195,0.024352,0.1636,70
0.061295,0.234895,0.169826,0.049697,0.061399,0.093907,0.025016,0.16334,70
0.06087,0.234746,0.169385,0.049364,0.060867,0.093518,0.024624,0.163255,70
0.060101,0.234302,0.168515,0.048715,0.060017,0.092723,0.023849,0.163287,70
0.06048,0.234277,0.168868,0.048968,0.060519,0.092986,0.024152,0.163519,70
0.061323,0.234852,0.169837,0.049706,0.061441,0.093913,0.025047,0.163368,70
0.060892,0.234723,0.169483,0.049424,0.060954,0.093602,0.024773,0.163166,70
0.060218,0.234335,0.16868,0.048812,0.060126,0.092868,0.024015,0.163211,70
0.060268,0.234167,0.168655,0.048789,0.060262,0.092803,0.023962,0.163513,70
0.061276,0.234867,0.169746,0.049657,0.061428,0.093824,0.024901,0.163513,70
0.060988,0.234836,0.169565,0.049476,0.061037,0.093661,0.024752,0.163306,70
0.06038,0.234518,0.168949,0.048963,0.060325,0.093021,0.024137,0.1633,70
0.060107,0.234152,0.16854,0.048685,0.060073,0.092677,0.023878,0.163488,70
0.061145,0.234691,0.169606,0.04955,0.061361,0.093707,0.024789,0.163426,70
0.061078,0.234804,0.169661,0.049537,0.061163,0.093779,0.024894,0.163242,70
0.060466,0.234493,0.16894,0.049025,0.060498,0.093136,0.024241,0.163167,70
0.059924,0.234037,0.168331,0.048552,0.059956,0.09255,0.023706,0.163331,70
0.06097,0.23454,0.169425,0.049393,0.061236,0.093508,0.024583,0.16345,70
0.061198,0.234848,0.169736,0.04959,0.061277,0.093835,0.024988,0.163293,70
0.060678,0.234618,0.16912,0.049151,0.060686,0.093287,0.024497,0.163201,70
0.059991,0.234168,0.168404,0.048565,0.059925,0.092589,0.023799,0.163364,70
0.060828,0.234451,0.16925,0.049234,0.061018,0.093329,0.024452,0.163502,70
0.061246,0.234874,0.1698,0.049634,0.061387,0.093876,0.024982,0.163326,70
0.060704,0.234608,0.169247,0.049211,0.060806,0.093382,0.024485,0.163171,70
0.059961,0.234146,0.168419,0.048573,0.059941,0.092613,0.023769,0.163253,70
0.060604,0.23437,0.169099,0.04905,0.060761,0.093097,0.024247,0.163532,70
0.061268,0.23488,0.169871,0.049645,0.061433,0.093843,0.024923,0.163378,70
0.060838,0.234703,0.169344,0.049301,0.060903,0.09347,0.024594,0.163239,70
0.060052,0.234232,0.168503,0.048633,0.060019,0.092695,0.023864,0.163214,70
0.060333,0.234207,0.16874,0.048838,0.060495,0.092871,0.024005,0.163462,70
0.061239,0.234778,0.169761,0.049604,0.061514,0.093826,0.024898,0.1633,70
0.060916,0.23468,0.169483,0.049361,0.061008,0.093572,0.024716,0.163153,70
0.060238,0.234385,0.168661,0.048797,0.060199,0.092834,0.023989,0.163275,70
0.06019,0.234184,0.168578,0.048727,0.060254,0.092699,0.023877,0.163519,70
0.061155,0.234699,0.169675,0.049542,0.06145,0.093709,0.024787,0.163327,70
0.06099,0.234751,0.169571,0.049429,0.061105,0.093643,0.024775,0.163216,70
0.060341,0.234493,0.168809,0.04891,0.060381,0.092969,0.024082,0.163222,70
0.060018,0.234154,0.168488,0.048613,0.060076,0.092559,0.023738,0.16344,70
0.061095,0.234648,0.169649,0.049466,0.061361,0.093598,0.02471,0.163404,70
0.061087,0.23478,0.169669,0.049484,0.0612,0.093747,0.024898,0.163204,70
0.060575,0.234537,0.168997,0.049059,0.060548,0.093174,0.024335,0.163228,70
0.060039,0.234166,0.168397,0.048577,0.059955,0.092582,0.023781,0.163472,70
0.061011,0.234709,0.16945,0.049391,0.061231,0.093519,0.024598,0.163566,70
0.061228,0.23498,0.169795,0.04961,0.061315,0.09388,0.024992,0.163365,70
0.060677,0.234705,0.169172,0.049186,0.060683,0.093326,0.024424,0.163275,70
0.059966,0.234236,0.16838,0.048599,0.05993,0.092604,0.023713,0.163399,70
0.060807,0.234494,0.169238,0.04924,0.060993,0.093331,0.024434,0.163515,70
0.061265,0.234908,0.169845,0.049666,0.061409,0.093922,0.025027,0.163323,70
0.060802,0.234733,0.169337,0.049294,0.06084,0.093466,0.024585,0.163263,70
0.060096,0.234308,0.168485,0.048685,0.059983,0.092702,0.02387,0.163399,70
0.060639,0.234383,0.169091,0.049078,0.060719,0.093127,0.024297,0.16359,70
0.061288,0.234846,0.16993,0.049669,0.06143,0.0939,0.025019,0.163326,70
0.060889,0.234728,0.169438,0.049372,0.060933,0.093583,0.024689,0.163194,70
0.060159,0.234355,0.168612,0.048761,0.06008,0.092841,0.023946,0.16326,70
0.060519,0.234435,0.168853,0.04898,0.060471,0.092988,0.024155,0.163722,70
0.0614,0.234986,0.169851,0.04974,0.061506,0.093934,0.025001,0.163566,70
0.061088,0.234885,0.169539,0.049485,0.061037,0.093683,0.024858,0.163391,70
0.060397,0.234529,0.168771,0.048912,0.06025,0.092973,0.024139,0.163381,70
0.060285,0.234293,0.168651,0.048792,0.060248,0.092796,0.023962,0.163608,70
0.061241,0.234797,0.169713,0.049588,0.061425,0.093768,0.024849,0.163438,70
0.061093,0.23484,0.169632,0.049498,0.061123,0.093727,0.024875,0.163283,70
0.060466,0.234555,0.168908,0.049004,0.060419,0.093097,0.024206,0.163281,70
0.060053,0.234147,0.16846,0.048639,0.060063,0.092659,0.023758,0.163453,70
0.061135,0.234702,0.169663,0.049517,0.061376,0.093669,0.02471,0.163469,70
0.061127,0.234801,0.169764,0.049536,0.06125,0.093765,0.024902,0.163225,70
0.060619,0.234618,0.169084,0.049115,0.060597,0.093237,0.024388,0.163255,70
0.060028,0.234207,0.168408,0.048609,0.059966,0.092606,0.023796,0.163459,70
0.060948,0.234572,0.169387,0.04935,0.061192,0.093465,0.02455,0.163486,70
0.061216,0.234877,0.169765,0.049601,0.061349,0.093852,0.024963,0.163297,70
0.060665,0.234594,0.169145,0.049157,0.060743,0.093309,0.024395,0.163175,70
0.059916,0.234098,0.168342,0.04854,0.059926,0.092567,0.02368,0.163264,70
0.060763,0.234451,0.169153,0.049194,0.060934,0.093245,0.024359,0.163526,70
0.061339,0.234856,0.169817,0.049659,0.061411,0.093893,0.02509,0.163311,70
0.060899,0.23475,0.169341,0.04932,0.060868,0.093466,0.024677,0.16329,70
0.060103,0.234272,0.168494,0.048661,0.060006,0.092685,0.023851,0.163359,70
0.060529,0.23434,0.16894,0.049005,0.060706,0.09303,0.02414,0.16351,70
0.061262,0.234825,0.169934,0.04963,0.061491,0.093854,0.024959,0.163277,70
0.06089,0.234725,0.169472,0.04933,0.060975,0.093517,0.024681,0.163187,70
0.060182,0.234395,0.168552,0.048727,0.060106,0.09277,0.023904,0.163351,70
0.060373,0.234306,0.168707,0.048844,0.060435,0.09285,0.024004,0.163606,70
0.061288,0.234863,0.169776,0.04964,0.061508,0.093849,0.024918,0.163407,70
0.060954,0.234755,0.169498,0.049391,0.061054,0.093608,0.024737,0.163209,70
0.060304,0.234436,0.168742,0.048861,0.060307,0.092937,0.024055,0.163259,70
0.060189,0.234173,0.168584,0.048715,0.060239,0.092735,0.023896,0.163497,70
0.061209,0.23472,0.169703,0.049564,0.061472,0.09376,0.024832,0.163392,70
0.061076,0.234836,0.169648,0.049499,0.061146,0.093737,0.024868,0.163278,70
0.060507,0.234606,0.168946,0.049018,0.060465,0.093116,0.024242,0.163329,70
0.060039,0.234164,0.168455,0.04862,0.060076,0.092625,0.023757,0.163483,70
0.061082,0.234632,0.169616,0.049457,0.061367,0.093611,0.024692,0.163454,70
0.061203,0.234835,0.169846,0.049554,0.061276,0.093811,0.025026,0.163273,70
0.06069,0.234657,0.169126,0.049137,0.060667,0.093269,0.024458,0.163293,70
0.060132,0.2343,0.168412,0.048655,0.060017,0.092634,0.023894,0.163574,70
0.060952,0.234604,0.169348,0.049352,0.061199,0.093449,0.02454,0.163548,70
0.061186,0.234818,0.16977,0.049583,0.061403,0.093871,0.024921,0.163252,70
0.060779,0.234632,0.169267,0.049204,0.060795,0.093399,0.024574,0.163266,70
0.060038,0.23421,0.168458,0.048601,0.05998,0.092659,0.023853,0.163367,70
0.06074,0.234413,0.169182,0.049175,0.060975,0.093287,0.02439,0.163503,70
0.061314,0.234899,0.169866,0.049686,0.061484,0.093955,0.025037,0.163378,70
0.060863,0.234724,0.169388,0.049328,0.060933,0.093525,0.024636,0.163271,70
0.060163,0.234288,0.168561,0.048708,0.060067,0.092765,0.023941,0.163364,70
0.060661,0.234409,0.169037,0.049094,0.060753,0.093145,0.024311,0.163688,70
0.061383,0.234926,0.16994,0.049747,0.061568,0.093984,0.02506,0.163457,70
0.060971,0.234805,0.169631,0.049445,0.061049,0.09363,0.024738,0.163319,70
0.060232,0.234414,0.168686,0.048828,0.060188,0.092855,0.023984,0.163355,70
0.060377,0.234264,0.168761,0.048898,0.060438,0.0929,0.024077,0.163574,70
0.061357,0.234878,0.169838,0.049726,0.061562,0.093893,0.025013,0.163465,70
0.061073,0.234846,0.169616,0.049515,0.061149,0.0937,0.024865,0.16332,70
0.060378,0.23448,0.168816,0.048934,0.060366,0.092989,0.024146,0.163293,70
0.06026,0.234229,0.168572,0.048768,0.060252,0.092731,0.024,0.163579,70
0.061275,0.234806,0.169716,0.049626,0.061512,0.093771,0.024867,0.16352,70
0.061135,0.23486,0.16969,0.049557,0.061217,0.093779,0.024915,0.163324,70
0.060498,0.234537,0.168995,0.049036,0.060544,0.09314,0.024266,0.163243,70
0.060094,0.234182,0.1685,0.048648,0.060095,0.092643,0.023855,0.16349,70
0.061117,0.234662,0.169616,0.049486,0.061391,0.093643,0.024785,0.163472,70
0.06118,0.234825,0.169775,0.049568,0.061341,0.09384,0.024974,0.163269,70
0.060637,0.234636,0.169125,0.049138,0.06072,0.093277,0.02439,0.163248,70
0.060021,0.234222,0.168438,0.048597,0.060024,0.092597,0.023755,0.163465,70
0.060951,0.234597,0.169497,0.049335,0.06118,0.093418,0.024552,0.163575,70
0.061327,0.234936,0.169901,0.049667,0.061428,0.093917,0.025098,0.163382,70
0.060843,0.234706,0.169334,0.049279,0.060882,0.093471,0.024624,0.163298,70
